point_x,point_y,field,received_at,anchor,rssi_dbm
1.000,1.000,raw,1781430606.945,anchor_02,-64.000
1.000,1.000,raw,1781430607.598,anchor_01,-73.000
1.000,1.000,raw,1781430607.598,anchor_04,-82.000
1.000,1.000,raw,1781430607.607,anchor_03,-71.000
1.000,1.000,raw,1781430607.710,anchor_04,-81.000
1.000,1.000,raw,1781430607.710,anchor_04,-76.000
1.000,1.000,raw,1781430607.710,anchor_01,-69.000
1.000,1.000,raw,1781430607.713,anchor_03,-77.000
1.000,1.000,raw,1781430607.713,anchor_03,-72.000
1.000,1.000,raw,1781430608.021,anchor_02,-66.000
1.000,1.000,raw,1781430608.219,anchor_02,-64.000
1.000,1.000,raw,1781430608.219,anchor_02,-71.000
1.000,1.000,raw,1781430608.219,anchor_02,-67.000
1.000,1.000,raw,1781430608.619,anchor_01,-77.000
1.000,1.000,raw,1781430608.646,anchor_03,-70.000
1.000,1.000,raw,1781430608.726,anchor_01,-71.000
1.000,1.000,raw,1781430608.726,anchor_01,-73.000
1.000,1.000,raw,1781430609.182,anchor_02,-66.000
1.000,1.000,raw,1781430609.278,anchor_02,-72.000
1.000,1.000,raw,1781430609.696,anchor_03,-70.000
1.000,1.000,raw,1781430609.713,anchor_01,-70.000
1.000,1.000,raw,1781430609.714,anchor_04,-87.000
1.000,1.000,raw,1781430609.856,anchor_01,-70.000
1.000,1.000,raw,1781430609.856,anchor_01,-70.000
1.000,1.000,raw,1781430610.065,anchor_04,-74.000
1.000,1.000,raw,1781430610.209,anchor_02,-64.000
1.000,1.000,raw,1781430610.271,anchor_02,-71.000
1.000,1.000,raw,1781430610.271,anchor_02,-65.000
1.000,1.000,raw,1781430610.271,anchor_02,-65.000
3.750,1.000,raw,1781430686.858,anchor_03,-74.000
3.750,1.000,raw,1781430687.086,anchor_03,-68.000
3.750,1.000,raw,1781430687.086,anchor_03,-68.000
3.750,1.000,raw,1781430687.098,anchor_01,-73.000
3.750,1.000,raw,1781430687.208,anchor_04,-69.000
3.750,1.000,raw,1781430687.273,anchor_04,-75.000
3.750,1.000,raw,1781430688.216,anchor_04,-66.000
3.750,1.000,raw,1781430688.408,anchor_04,-74.000
3.750,1.000,raw,1781430688.408,anchor_04,-67.000
3.750,1.000,raw,1781430688.629,anchor_02,-76.000
3.750,1.000,raw,1781430688.706,anchor_02,-72.000
3.750,1.000,raw,1781430688.706,anchor_02,-69.000
3.750,1.000,raw,1781430688.975,anchor_03,-68.000
3.750,1.000,raw,1781430689.183,anchor_01,-74.000
3.750,1.000,raw,1781430689.315,anchor_04,-67.000
3.750,1.000,raw,1781430689.353,anchor_03,-69.000
3.750,1.000,raw,1781430689.448,anchor_04,-79.000
3.750,1.000,raw,1781430689.448,anchor_04,-67.000
3.750,1.000,raw,1781430689.448,anchor_04,-71.000
3.750,1.000,raw,1781430689.725,anchor_02,-68.000
3.750,1.000,raw,1781430689.838,anchor_02,-74.000
3.750,1.000,raw,1781430689.838,anchor_02,-72.000
3.750,1.000,raw,1781430690.031,anchor_03,-69.000
3.750,1.000,raw,1781430690.247,anchor_01,-75.000
3.750,1.000,raw,1781430690.565,anchor_04,-66.000
3.750,1.000,raw,1781430690.576,anchor_01,-74.000
3.750,1.000,raw,1781430690.576,anchor_01,-74.000
3.750,1.000,raw,1781430690.657,anchor_04,-67.000
3.750,1.000,raw,1781430690.657,anchor_04,-72.000
3.750,1.000,raw,1781430690.852,anchor_02,-67.000
3.750,1.000,raw,1781430690.960,anchor_02,-73.000
3.750,1.000,raw,1781430691.121,anchor_03,-69.000
3.750,1.000,raw,1781430691.184,anchor_03,-70.000
3.750,1.000,raw,1781430691.185,anchor_03,-70.000
3.750,1.000,raw,1781430691.185,anchor_03,-70.000
3.750,1.000,raw,1781430691.311,anchor_01,-74.000
3.750,1.000,raw,1781430691.364,anchor_01,-72.000
3.750,1.000,raw,1781430691.558,anchor_04,-71.000
3.750,1.000,raw,1781430691.784,anchor_04,-68.000
3.750,1.000,raw,1781430691.901,anchor_02,-74.000
3.750,1.000,raw,1781430691.976,anchor_02,-71.000
3.750,1.000,raw,1781430691.976,anchor_02,-72.000
3.750,1.000,raw,1781430691.976,anchor_02,-72.000
3.750,1.000,raw,1781430692.256,anchor_03,-69.000
3.750,1.000,raw,1781430692.416,anchor_01,-73.000
3.750,1.000,raw,1781430692.500,anchor_01,-70.000
3.750,1.000,raw,1781430692.500,anchor_01,-74.000
3.750,1.000,raw,1781430692.622,anchor_04,-71.000
3.750,1.000,raw,1781430692.695,anchor_04,-67.000
3.750,1.000,raw,1781430692.696,anchor_04,-66.000
3.750,1.000,raw,1781430692.708,anchor_03,-69.000
3.750,1.000,raw,1781430692.708,anchor_03,-69.000
3.750,1.000,raw,1781430692.708,anchor_03,-70.000
3.750,1.000,raw,1781430693.002,anchor_02,-72.000
3.750,1.000,raw,1781430693.052,anchor_02,-74.000
3.750,1.000,raw,1781430693.350,anchor_03,-70.000
3.750,1.000,raw,1781430693.536,anchor_01,-72.000
3.750,1.000,raw,1781430693.623,anchor_01,-69.000
3.750,1.000,raw,1781430693.822,anchor_04,-72.000
3.750,1.000,raw,1781430693.936,anchor_04,-78.000
3.750,1.000,raw,1781430694.137,anchor_02,-68.000
3.750,1.000,raw,1781430694.363,anchor_03,-69.000
3.750,1.000,raw,1781430694.549,anchor_02,-73.000
3.750,1.000,raw,1781430694.549,anchor_02,-73.000
3.750,1.000,raw,1781430694.549,anchor_02,-72.000
3.750,1.000,raw,1781430694.551,anchor_03,-68.000
3.750,1.000,raw,1781430694.551,anchor_03,-79.000
3.750,1.000,raw,1781430694.744,anchor_04,-73.000
3.750,1.000,raw,1781430695.221,anchor_02,-73.000
3.750,1.000,raw,1781430695.264,anchor_04,-67.000
3.750,1.000,raw,1781430695.485,anchor_03,-69.000
3.750,1.000,raw,1781430695.588,anchor_03,-80.000
3.750,1.000,raw,1781430695.591,anchor_01,-73.000
3.750,1.000,raw,1781430695.664,anchor_01,-74.000
3.750,1.000,raw,1781430695.835,anchor_04,-67.000
3.750,1.000,raw,1781430696.190,anchor_04,-67.000
3.750,1.000,raw,1781430696.516,anchor_03,-68.000
3.750,1.000,raw,1781430696.565,anchor_03,-76.000
3.750,1.000,raw,1781430696.695,anchor_01,-73.000
3.750,1.000,raw,1781430696.896,anchor_04,-67.000
3.750,1.000,raw,1781430697.269,anchor_02,-73.000
3.750,1.000,raw,1781430697.628,anchor_03,-72.000
3.750,1.000,raw,1781430697.712,anchor_01,-73.000
3.750,1.000,raw,1781430697.721,anchor_03,-70.000
3.750,1.000,raw,1781430697.821,anchor_01,-73.000
3.750,1.000,raw,1781430697.935,anchor_04,-72.000
3.750,1.000,raw,1781430698.661,anchor_03,-70.000
3.750,1.000,raw,1781430698.749,anchor_03,-81.000
3.750,1.000,raw,1781430698.763,anchor_01,-73.000
3.750,1.000,raw,1781430699.014,anchor_04,-75.000
3.750,1.000,raw,1781430699.156,anchor_04,-66.000
3.750,1.000,raw,1781430699.350,anchor_02,-68.000
3.750,1.000,raw,1781430699.403,anchor_02,-68.000
3.750,1.000,raw,1781430699.403,anchor_02,-73.000
3.750,1.000,raw,1781430699.760,anchor_03,-69.000
3.750,1.000,raw,1781430699.868,anchor_01,-73.000
3.750,1.000,raw,1781430700.067,anchor_04,-70.000
3.750,1.000,raw,1781430700.423,anchor_02,-68.000
3.750,1.000,raw,1781430700.786,anchor_03,-70.000
3.750,1.000,raw,1781430700.886,anchor_01,-69.000
3.750,1.000,raw,1781430701.204,anchor_04,-68.000
3.750,1.000,raw,1781430701.409,anchor_04,-70.000
3.750,1.000,raw,1781430701.533,anchor_02,-74.000
3.750,1.000,raw,1781430701.604,anchor_02,-68.000
3.750,1.000,raw,1781430701.821,anchor_03,-69.000
3.750,1.000,raw,1781430701.909,anchor_01,-73.000
3.750,1.000,raw,1781430701.912,anchor_03,-76.000
3.750,1.000,raw,1781430701.912,anchor_03,-70.000
3.750,1.000,raw,1781430702.119,anchor_01,-74.000
3.750,1.000,raw,1781430702.119,anchor_01,-74.000
3.750,1.000,raw,1781430702.172,anchor_04,-71.000
3.750,1.000,raw,1781430702.336,anchor_04,-67.000
3.750,1.000,raw,1781430702.542,anchor_02,-74.000
3.750,1.000,raw,1781430702.655,anchor_02,-72.000
3.750,1.000,raw,1781430702.935,anchor_03,-75.000
3.750,1.000,raw,1781430703.037,anchor_01,-73.000
3.750,1.000,raw,1781430703.046,anchor_03,-69.000
3.750,1.000,raw,1781430703.046,anchor_03,-69.000
3.750,1.000,raw,1781430703.242,anchor_04,-66.000
3.750,1.000,raw,1781430703.450,anchor_04,-70.000
3.750,1.000,raw,1781430703.450,anchor_04,-67.000
3.750,1.000,raw,1781430703.608,anchor_02,-74.000
3.750,1.000,raw,1781430703.657,anchor_02,-72.000
3.750,1.000,raw,1781430703.657,anchor_02,-74.000
3.750,1.000,raw,1781430703.969,anchor_02,-73.000
3.750,1.000,raw,1781430704.061,anchor_01,-75.000
3.750,1.000,raw,1781430704.174,anchor_01,-69.000
3.750,1.000,raw,1781430704.577,anchor_04,-67.000
3.750,1.000,raw,1781430704.750,anchor_02,-74.000
3.750,1.000,raw,1781430705.068,anchor_03,-81.000
3.750,1.000,raw,1781430705.097,anchor_02,-67.000
3.750,1.000,raw,1781430705.116,anchor_01,-73.000
3.750,1.000,raw,1781430705.125,anchor_03,-68.000
3.750,1.000,raw,1781430705.125,anchor_03,-69.000
3.750,1.000,raw,1781430705.125,anchor_03,-80.000
3.750,1.000,raw,1781430705.303,anchor_01,-73.000
3.750,1.000,raw,1781430705.304,anchor_01,-74.000
3.750,1.000,raw,1781430705.463,anchor_04,-67.000
3.750,1.000,raw,1781430705.529,anchor_04,-67.000
3.750,1.000,raw,1781430705.529,anchor_04,-70.000
3.750,1.000,raw,1781430705.815,anchor_02,-74.000
3.750,1.000,raw,1781430706.184,anchor_03,-69.000
3.750,1.000,raw,1781430706.211,anchor_01,-74.000
3.750,1.000,raw,1781430706.428,anchor_03,-70.000
3.750,1.000,raw,1781430706.488,anchor_04,-66.000
3.750,1.000,raw,1781430706.841,anchor_02,-74.000
3.750,1.000,raw,1781430707.301,anchor_01,-75.000
3.750,1.000,raw,1781430707.341,anchor_03,-68.000
3.750,1.000,raw,1781430707.355,anchor_01,-74.000
3.750,1.000,raw,1781430707.355,anchor_01,-74.000
3.750,1.000,raw,1781430707.356,anchor_01,-76.000
3.750,1.000,raw,1781430707.387,anchor_03,-69.000
3.750,1.000,raw,1781430707.387,anchor_03,-70.000
3.750,1.000,raw,1781430707.543,anchor_04,-66.000
3.750,1.000,raw,1781430707.749,anchor_04,-75.000
3.750,1.000,raw,1781430707.749,anchor_04,-73.000
3.750,1.000,raw,1781430707.889,anchor_02,-76.000
3.750,1.000,raw,1781430707.938,anchor_02,-75.000
3.750,1.000,raw,1781430708.309,anchor_03,-78.000
3.750,1.000,raw,1781430708.467,anchor_01,-76.000
3.750,1.000,raw,1781430708.608,anchor_01,-73.000
3.750,1.000,raw,1781430708.635,anchor_04,-72.000
3.750,1.000,raw,1781430708.685,anchor_04,-66.000
3.750,1.000,raw,1781430708.686,anchor_04,-66.000
3.750,1.000,raw,1781430708.976,anchor_02,-74.000
3.750,1.000,raw,1781430709.414,anchor_03,-74.000
3.750,1.000,raw,1781430709.593,anchor_01,-70.000
3.750,1.000,raw,1781430709.606,anchor_03,-71.000
3.750,1.000,raw,1781430709.717,anchor_04,-75.000
3.750,1.000,raw,1781430709.727,anchor_01,-72.000
3.750,1.000,raw,1781430709.727,anchor_01,-70.000
3.750,1.000,raw,1781430709.800,anchor_04,-66.000
3.750,1.000,raw,1781430710.011,anchor_02,-67.000
3.750,1.000,raw,1781430710.532,anchor_01,-71.000
3.750,1.000,raw,1781430710.843,anchor_04,-74.000
3.750,1.000,raw,1781430710.923,anchor_04,-66.000
3.750,1.000,raw,1781430711.055,anchor_02,-75.000
3.750,1.000,raw,1781430711.453,anchor_03,-80.000
3.750,1.000,raw,1781430711.584,anchor_01,-75.000
3.750,1.000,raw,1781430711.639,anchor_01,-76.000
3.750,1.000,raw,1781430711.659,anchor_03,-69.000
6.500,1.000,raw,1781430813.966,anchor_04,-77.000
6.500,1.000,raw,1781430814.523,anchor_03,-68.000
6.500,1.000,raw,1781430814.874,anchor_03,-72.000
6.500,1.000,raw,1781430814.874,anchor_03,-68.000
6.500,1.000,raw,1781430814.875,anchor_03,-68.000
6.500,1.000,raw,1781430814.875,anchor_03,-70.000
6.500,1.000,raw,1781430814.912,anchor_02,-77.000
6.500,1.000,raw,1781430815.004,anchor_04,-75.000
6.500,1.000,raw,1781430815.004,anchor_02,-76.000
6.500,1.000,raw,1781430815.004,anchor_02,-77.000
6.500,1.000,raw,1781430815.083,anchor_04,-74.000
6.500,1.000,raw,1781430815.083,anchor_04,-75.000
6.500,1.000,raw,1781430815.376,anchor_01,-75.000
6.500,1.000,raw,1781430815.613,anchor_01,-89.000
6.500,1.000,raw,1781430815.824,anchor_03,-70.000
6.500,1.000,raw,1781430815.930,anchor_02,-75.000
6.500,1.000,raw,1781430816.022,anchor_04,-64.000
6.500,1.000,raw,1781430816.118,anchor_04,-71.000
6.500,1.000,raw,1781430816.198,anchor_02,-76.000
6.500,1.000,raw,1781430816.423,anchor_01,-75.000
6.500,1.000,raw,1781430816.707,anchor_03,-65.000
6.500,1.000,raw,1781430816.919,anchor_03,-68.000
6.500,1.000,raw,1781430817.047,anchor_02,-70.000
6.500,1.000,raw,1781430817.117,anchor_04,-76.000
6.500,1.000,raw,1781430817.126,anchor_02,-72.000
6.500,1.000,raw,1781430817.126,anchor_02,-70.000
6.500,1.000,raw,1781430817.237,anchor_04,-64.000
6.500,1.000,raw,1781430817.471,anchor_01,-87.000
6.500,1.000,raw,1781430817.522,anchor_01,-84.000
6.500,1.000,raw,1781430817.523,anchor_01,-85.000
6.500,1.000,raw,1781430817.810,anchor_03,-68.000
6.500,1.000,raw,1781430818.048,anchor_03,-77.000
6.500,1.000,raw,1781430818.048,anchor_03,-65.000
6.500,1.000,raw,1781430818.083,anchor_02,-70.000
6.500,1.000,raw,1781430818.165,anchor_04,-69.000
6.500,1.000,raw,1781430818.252,anchor_04,-69.000
6.500,1.000,raw,1781430818.592,anchor_01,-85.000
6.500,1.000,raw,1781430818.760,anchor_01,-83.000
6.500,1.000,raw,1781430818.971,anchor_03,-70.000
6.500,1.000,raw,1781430819.278,anchor_02,-73.000
6.500,1.000,raw,1781430819.278,anchor_04,-65.000
6.500,1.000,raw,1781430819.383,anchor_04,-66.000
6.500,1.000,raw,1781430819.383,anchor_04,-64.000
6.500,1.000,raw,1781430819.651,anchor_01,-75.000
6.500,1.000,raw,1781430819.903,anchor_03,-77.000
6.500,1.000,raw,1781430820.217,anchor_02,-70.000
6.500,1.000,raw,1781430820.325,anchor_04,-67.000
6.500,1.000,raw,1781430820.398,anchor_04,-75.000
6.500,1.000,raw,1781430820.399,anchor_04,-66.000
6.500,1.000,raw,1781430820.951,anchor_03,-66.000
6.500,1.000,raw,1781430821.000,anchor_03,-69.000
6.500,1.000,raw,1781430821.417,anchor_04,-64.000
6.500,1.000,raw,1781430821.428,anchor_02,-72.000
6.500,1.000,raw,1781430821.527,anchor_02,-71.000
6.500,1.000,raw,1781430821.530,anchor_04,-64.000
6.500,1.000,raw,1781430821.726,anchor_01,-75.000
6.500,1.000,raw,1781430822.137,anchor_03,-74.000
6.500,1.000,raw,1781430822.339,anchor_02,-71.000
6.500,1.000,raw,1781430822.446,anchor_02,-72.000
6.500,1.000,raw,1781430822.446,anchor_02,-71.000
6.500,1.000,raw,1781430822.488,anchor_04,-66.000
6.500,1.000,raw,1781430822.543,anchor_04,-74.000
6.500,1.000,raw,1781430822.855,anchor_01,-81.000
6.500,1.000,raw,1781430823.069,anchor_03,-67.000
6.500,1.000,raw,1781430823.567,anchor_04,-65.000
6.500,1.000,raw,1781430823.672,anchor_04,-65.000
6.500,1.000,raw,1781430824.117,anchor_03,-71.000
6.500,1.000,raw,1781430824.170,anchor_03,-68.000
6.500,1.000,raw,1781430824.518,anchor_02,-69.000
6.500,1.000,raw,1781430824.562,anchor_02,-73.000
6.500,1.000,raw,1781430824.699,anchor_04,-66.000
6.500,1.000,raw,1781430825.232,anchor_03,-69.000
6.500,1.000,raw,1781430825.330,anchor_03,-74.000
6.500,1.000,raw,1781430825.615,anchor_02,-73.000
6.500,1.000,raw,1781430825.707,anchor_04,-65.000
6.500,1.000,raw,1781430825.832,anchor_02,-73.000
6.500,1.000,raw,1781430826.169,anchor_04,-78.000
6.500,1.000,raw,1781430826.256,anchor_03,-68.000
6.500,1.000,raw,1781430826.751,anchor_02,-71.000
6.500,1.000,raw,1781430826.752,anchor_04,-75.000
6.500,1.000,raw,1781430826.916,anchor_01,-84.000
6.500,1.000,raw,1781430827.281,anchor_01,-82.000
6.500,1.000,raw,1781430827.281,anchor_01,-83.000
6.500,1.000,raw,1781430827.321,anchor_03,-68.000
6.500,1.000,raw,1781430827.571,anchor_03,-68.000
6.500,1.000,raw,1781430827.705,anchor_02,-73.000
6.500,1.000,raw,1781430827.839,anchor_04,-72.000
6.500,1.000,raw,1781430827.909,anchor_02,-69.000
6.500,1.000,raw,1781430828.088,anchor_01,-84.000
6.500,1.000,raw,1781430828.287,anchor_04,-72.000
6.500,1.000,raw,1781430828.287,anchor_04,-66.000
6.500,1.000,raw,1781430828.389,anchor_03,-76.000
6.500,1.000,raw,1781430828.491,anchor_03,-69.000
6.500,1.000,raw,1781430828.793,anchor_02,-69.000
6.500,1.000,raw,1781430829.003,anchor_04,-68.000
6.500,1.000,raw,1781430829.007,anchor_02,-75.000
6.500,1.000,raw,1781430829.025,anchor_01,-82.000
6.500,1.000,raw,1781430829.200,anchor_04,-71.000
6.500,1.000,raw,1781430829.200,anchor_04,-66.000
6.500,1.000,raw,1781430829.427,anchor_01,-76.000
6.500,1.000,raw,1781430829.886,anchor_02,-74.000
6.500,1.000,raw,1781430829.984,anchor_04,-72.000
6.500,1.000,raw,1781430830.121,anchor_01,-76.000
6.500,1.000,raw,1781430830.137,anchor_04,-71.000
6.500,1.000,raw,1781430830.899,anchor_02,-73.000
6.500,1.000,raw,1781430831.044,anchor_04,-70.000
6.500,1.000,raw,1781430831.103,anchor_04,-69.000
6.500,1.000,raw,1781430831.103,anchor_04,-69.000
6.500,1.000,raw,1781430831.257,anchor_04,-70.000
6.500,1.000,raw,1781430831.554,anchor_03,-68.000
6.500,1.000,raw,1781430831.782,anchor_03,-77.000
6.500,1.000,raw,1781430831.782,anchor_03,-79.000
6.500,1.000,raw,1781430832.169,anchor_04,-65.000
6.500,1.000,raw,1781430832.697,anchor_03,-70.000
6.500,1.000,raw,1781430833.228,anchor_04,-66.000
6.500,1.000,raw,1781430833.300,anchor_04,-71.000
6.500,1.000,raw,1781430833.671,anchor_03,-69.000
6.500,1.000,raw,1781430834.012,anchor_02,-70.000
6.500,1.000,raw,1781430834.064,anchor_02,-70.000
6.500,1.000,raw,1781430834.737,anchor_03,-69.000
6.500,1.000,raw,1781430835.086,anchor_02,-71.000
6.500,1.000,raw,1781430835.273,anchor_01,-76.000
6.500,1.000,raw,1781430835.332,anchor_01,-81.000
6.500,1.000,raw,1781430835.332,anchor_01,-76.000
6.500,1.000,raw,1781430835.346,anchor_04,-68.000
6.500,1.000,raw,1781430835.468,anchor_04,-72.000
6.500,1.000,raw,1781430835.469,anchor_04,-71.000
6.500,1.000,raw,1781430836.137,anchor_02,-71.000
6.500,1.000,raw,1781430836.387,anchor_01,-76.000
6.500,1.000,raw,1781430836.484,anchor_02,-72.000
6.500,1.000,raw,1781430836.484,anchor_02,-72.000
6.500,1.000,raw,1781430837.208,anchor_02,-71.000
6.500,1.000,raw,1781430837.391,anchor_01,-79.000
6.500,1.000,raw,1781430837.420,anchor_04,-68.000
6.500,1.000,raw,1781430837.511,anchor_04,-69.000
6.500,1.000,raw,1781430837.906,anchor_03,-75.000
6.500,1.000,raw,1781430838.120,anchor_03,-75.000
6.500,1.000,raw,1781430838.280,anchor_02,-71.000
6.500,1.000,raw,1781430838.438,anchor_01,-78.000
6.500,3.000,raw,1781430880.711,anchor_02,-71.000
6.500,3.000,raw,1781430880.955,anchor_01,-81.000
6.500,3.000,raw,1781430881.775,anchor_02,-76.000
6.500,3.000,raw,1781430881.845,anchor_02,-72.000
6.500,3.000,raw,1781430882.273,anchor_03,-76.000
6.500,3.000,raw,1781430882.337,anchor_04,-69.000
6.500,3.000,raw,1781430882.450,anchor_04,-69.000
6.500,3.000,raw,1781430882.450,anchor_04,-62.000
6.500,3.000,raw,1781430882.791,anchor_02,-70.000
6.500,3.000,raw,1781430882.973,anchor_02,-71.000
6.500,3.000,raw,1781430883.084,anchor_01,-80.000
6.500,3.000,raw,1781430883.177,anchor_01,-79.000
6.500,3.000,raw,1781430883.312,anchor_03,-85.000
6.500,3.000,raw,1781430883.453,anchor_04,-62.000
6.500,3.000,raw,1781430883.698,anchor_03,-75.000
6.500,3.000,raw,1781430883.698,anchor_03,-71.000
6.500,3.000,raw,1781430883.698,anchor_03,-85.000
6.500,3.000,raw,1781430883.699,anchor_04,-74.000
6.500,3.000,raw,1781430883.887,anchor_02,-73.000
6.500,3.000,raw,1781430884.202,anchor_02,-73.000
6.500,3.000,raw,1781430884.424,anchor_03,-70.000
6.500,3.000,raw,1781430884.500,anchor_04,-73.000
6.500,3.000,raw,1781430884.948,anchor_02,-74.000
6.500,3.000,raw,1781430885.011,anchor_04,-68.000
